price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
189000.0,2,1.0,-0.958058483244639,9850,1.0,0,0,4,7,-0.7105551432177901,-0.6586810403679764,1921,0,234284.0351758794,-1.8125837515395438,0.027668401253739476,1060,5095
230000.0,3,1.0,-0.9036171393191288,9774,1.0,0,0,4,7,-0.6501739072174175,-0.6586810403679764,1969,0,294111.27857142856,-1.6292703314142416,-0.6540283320832001,1280,8850
385000.0,4,1.75,-0.5007511942703532,4980,1.0,0,0,4,7,-1.121147548020323,1.058581591575871,1947,0,386997.3967611336,1.0280525540244505,-0.9025635994455924,1400,4980
2000000.0,3,2.75,1.0562712419992388,44867,1.0,0,4,3,9,0.6540607903906283,0.9681993477893527,1968,0,1194230.0212765958,-0.20534364674002226,-0.13565477444163623,4110,20336
285000.0,5,2.5,0.20698627676127956,6300,2.0,0,0,3,8,0.5816033071901813,-0.6586810403679764,1995,0,334921.0626780627,-1.6848417225545929,0.3188097144496905,2240,7005
252700.0,2,1.5,-1.0996059774509654,9643,1.0,0,0,3,7,-0.8675463568187586,-0.6586810403679764,1985,0,296187.98046875,-1.4921461195094874,0.34011273736646985,1220,8386
329000.0,3,2.25,0.4029751148931163,6500,2.0,0,0,4,8,0.7989757567915223,-0.6586810403679764,1985,0,296187.98046875,-1.3434746055495703,0.2975066915329111,2200,6865
233000.0,3,2.0,-0.4027567752044348,4697,1.5,0,0,5,6,-0.09466653601399062,-0.6586810403679764,1941,0,234284.0351758794,-1.8421737130558433,-0.02913965985773943,1030,4705
937000.0,3,1.75,0.4029751148931163,2691,2.0,0,0,3,8,-0.046361547213692636,0.9230082258960935,1915,0,849448.0163043478,0.5668821781973405,-1.0374827445852286,1760,3573
667000.0,3,1.0,-0.7402931075425981,1581,1.5,0,0,5,8,-0.46903019921630007,-0.6586810403679764,1909,0,1095499.342007435,0.44780062575377455,-0.7108363931945781,1860,3861
438000.0,3,1.75,-0.6096338821213736,6380,1.0,0,0,3,7,-1.2056812784208446,0.9907949087359822,1948,0,619900.5471698113,0.9739245756409881,-0.6398263168053808,1520,6235
719000.0,4,2.5,0.5336343403143409,7173,2.0,0,0,3,8,0.9438907231924163,-0.6586810403679764,2005,0,645231.456445993,1.0626944601898356,0.7377691651463176,2630,6026
580500.0,3,2.5,0.26142762068678976,3980,2.0,0,0,3,8,0.6419845431905538,-0.6586810403679764,2003,0,616990.5922330098,-0.15121566835655983,1.0218094707034093,2580,3980
280000.0,2,1.5,-0.968946752029741,1265,3.0,0,0,3,7,-0.7226313904178646,-0.6586810403679764,2005,0,386997.3967611336,1.2077574422575559,-1.0161797216684494,1390,1756
687500.0,4,1.75,0.27231588947189184,5000,1.5,0,0,4,7,-0.3361914800154806,1.1941549572556485,1929,0,576795.007233273,0.8822678655783114,-1.0942908056966067,1460,5000
535000.0,3,1.0,-1.0778294398807615,3000,1.5,0,0,4,8,-0.8433938624186096,-0.6586810403679764,1929,0,576795.007233273,0.9299004865557481,-1.1439978591691256,1570,5080
322500.0,4,2.75,-0.021667367725863328,6659,1.0,0,0,3,7,-0.613945165617194,1.1037727134691302,1981,0,353608.63516483514,-0.9559182803240001,0.40402180611680794,2020,8720
696000.0,3,2.5,0.2396510831165857,3060,1.5,0,0,3,8,-0.3361914800154806,1.1263682744157597,1930,2002,619900.5471698113,0.8851546910920892,-0.6824323626389396,1590,3264
550000.0,4,1.0,-0.457198119129945,34848,1.0,0,0,1,5,-1.0366138176198016,0.9907949087359822,1933,0,645231.456445993,0.7364831771322236,0.581546997089902,2160,11467
640000.0,4,2.0,0.30498069582719795,6000,2.0,0,0,4,8,0.6902895319908517,-0.6586810403679764,1904,0,579053.4172932331,0.7949413937863528,-1.0516847598630479,1730,4700
240000.0,4,1.0,-0.9362819456744349,8075,1.0,0,0,2,7,-1.0849188064200996,0.08697247087079941,1969,0,280804.6906077348,-1.6307137441711306,-0.48360414874896523,1290,7800
605000.0,4,2.5,0.588075684239851,7553,2.0,0,0,3,8,1.0042719591927887,-0.6586810403679764,1996,0,420890.54926108377,-0.21616924241671473,0.2406986304214322,2620,11884
625000.0,4,2.5,0.5336343403143409,5520,2.0,0,0,3,9,0.9438907231924163,-0.6586810403679764,2000,0,685605.775510204,0.392950940991842,1.3271527991771797,2470,5669
775000.0,4,2.25,2.3301986898561777,24186,1.0,0,0,3,8,0.9801194647926398,3.0017998329860136,1984,0,464231.8385826772,-0.8303413704743571,-0.9451696452791511,2410,30617
861990.0,5,2.75,1.6496818907873003,5639,2.0,0,0,3,9,2.1817060612000523,-0.6586810403679764,2014,0,678163.0592592593,0.9003105250394997,1.405263883205337,3625,5639
685000.0,3,1.0,-0.5551925381958634,2280,2.0,0,0,3,7,-0.2637339968150336,-0.6586810403679764,1922,0,849448.0163043478,0.5863682504154177,-1.0658867751409682,1580,2640
309000.0,3,1.0,-0.8709523329638227,9656,1.0,0,0,4,6,-1.048690064819876,0.15475915371068813,1959,0,353608.63516483514,-0.8050816472287241,0.2762036686161317,1340,8808
488000.0,3,2.5,1.1760421986353613,13603,2.0,0,0,3,8,1.6563893079968117,-0.6586810403679764,2003,0,424788.74736842106,1.3297258202149511,1.6822031811234688,3050,9232
210490.0,3,1.0,-1.1867121277317818,8528,1.0,0,0,3,6,-0.9641563344193546,-0.6586810403679764,1966,0,286732.79158316634,-1.829182998243792,-1.115593828613386,1228,8840
785000.0,4,2.5,0.22876281433148365,13416,2.0,0,0,4,9,0.6057558015903303,-0.6586810403679764,1981,0,617105.085106383,0.4283145535356973,0.44662785195036664,2680,13685
450000.0,3,1.75,-0.9036171393191288,5963,1.0,0,0,4,7,-0.6501739072174175,-0.6586810403679764,1953,0,619900.5471698113,0.8627817933602855,-0.6185232938886015,970,5100
1350000.0,3,2.5,0.7328896590817082,65005,1.0,1,2,5,9,0.45480271158939906,0.6699379432938424,1953,0,487479.6271186441,-1.1255192792588318,-1.6836744397274688,2680,72513
228000.0,3,1.0,-0.968946752029741,9199,1.0,0,0,3,7,-0.7226313904178646,-0.6586810403679764,1955,0,284908.5964912281,-0.9689089951360003,-0.767644454306057,1190,9364
345000.0,5,2.5,1.1651539298502593,9134,1.0,0,0,4,8,-0.17920026641451212,2.7532486625730885,1966,0,420890.54926108377,-0.4810354833064198,0.17678956167119503,1990,9133
600000.0,3,1.75,-0.7294048387574961,4080,1.0,0,0,4,7,-0.9520800872192801,0.267736958443836,1950,0,576795.007233273,0.8714422699016189,-1.2079069279194636,1410,4080
585000.0,2,1.75,-0.10877351800667967,8550,1.0,0,0,3,7,-0.9641563344193546,1.578279493348351,1981,0,576795.007233273,1.0020711244003988,-1.1013918133355667,1480,6738
920000.0,5,2.25,0.7078466408759735,6000,1.5,0,0,3,8,0.4125358463891383,0.6970526164297978,1927,0,862825.2314410481,0.7003978582098982,-0.47650314111010605,2730,6000
885000.0,4,2.5,0.816729328726994,5000,2.0,0,0,3,9,1.2578731503943532,-0.6586810403679764,1995,0,862825.2314410481,0.7191622240495054,-0.5404122098604441,1950,5000
292500.0,4,2.5,0.18520973919107547,4495,2.0,0,0,3,7,0.5574508127900323,-0.6586810403679764,2008,0,311632.10583941604,-1.3983242903114517,0.7093651345905782,2250,4500
301000.0,3,2.5,0.3703103085378102,4750,2.0,0,0,3,8,0.7627470151912988,-0.6586810403679764,2003,0,311632.10583941604,-1.3983242903114517,0.6525570734792002,2690,4750
951000.0,5,3.25,1.2740366177012798,14342,2.0,0,4,4,8,1.765075532797482,-0.6586810403679764,1968,0,645507.3780918728,0.20169875070362528,0.6951631193127589,2960,11044
430000.0,4,3.0,-0.25032101221300623,9976,2.0,0,0,3,8,0.07440092478705235,-0.6586810403679764,1991,0,493552.53205128206,-0.39082218600068336,0.4608298672281859,2270,8542
650000.0,3,2.25,0.07632705134005506,21235,1.0,0,3,4,8,-0.23958150241488463,0.6066703726432795,1959,0,464231.8385826772,-0.9126158976172302,-0.8883615841677731,2570,18900
289000.0,3,1.75,-0.8927288705340267,8400,1.0,0,0,3,7,-0.638097660017343,-0.6586810403679764,1954,0,284908.5964912281,-0.8909647062638452,-0.8599575536120336,1290,8750
505000.0,3,1.75,0.4781041695103204,8690,2.0,0,0,5,8,0.8823018624720363,-0.6586810403679764,1973,0,464231.8385826772,-0.8462189108001864,-0.9238666223623717,2500,9500
549000.0,3,1.75,-0.5878573445511696,1044,3.0,0,0,3,8,-0.2999627384152571,-0.6586810403679764,2014,0,619900.5471698113,0.8404088956284304,-0.7534424390281369,1580,3090
425000.0,3,2.25,-0.457198119129945,6000,1.0,0,0,3,7,-0.8192413680184606,0.58407481169665,1979,0,634360.1793103449,0.36985633688156816,-0.590119263332862,1440,4080
317625.0,3,2.75,0.7513997160163817,3809,1.5,0,0,5,7,-0.022209052813543635,1.6008750542949806,1925,0,594547.6501457726,0.10571180237028187,-0.6398263168053808,1440,4000
975000.0,4,2.5,0.6969583720908715,11049,2.0,0,0,3,10,1.1250344311935339,-0.6586810403679764,1989,0,1355927.0820189274,0.15478783610460745,0.15548653875441565,2750,11049
287000.0,4,2.5,0.17432147040597346,4648,2.0,0,0,3,7,0.5453745655899578,-0.6586810403679764,2005,0,280804.6906077348,-1.6040106081686087,-0.30607895777587113,2221,4557
204000.0,3,1.0,-1.1758238589466798,12070,1.0,0,0,4,7,-0.9520800872192801,-0.6586810403679764,1968,0,311632.10583941604,-1.4286359582062214,0.7377691651463176,1010,12635
1325000.0,5,2.25,1.2195952737757696,20158,1.0,0,0,3,8,-0.2275052552148101,2.9566087110927546,1965,0,1355927.0820189274,0.5069805487863225,-0.007836636940960068,3390,20158
1040000.0,5,3.25,2.9290534730367903,50094,1.0,0,0,4,11,1.5477030831961411,3.18256432055905,1973,0,810164.875,0.667199364801402,0.38271878320002856,3530,38917
325000.0,3,2.0,-0.8927288705340267,5612,1.0,0,0,4,7,-0.638097660017343,-0.6586810403679764,1972,0,521652.8587155963,1.2712676035607706,0.2477996380603923,1640,4745
571000.0,4,2.0,0.7296231784461776,7807,1.5,0,0,5,7,0.5574508127900323,0.4710970069635021,1916,0,469455.77073170734,1.1312565661422385,-0.5191091869436648,1510,7807
360000.0,4,2.5,0.32675723339740204,5000,2.0,0,0,3,8,0.7144420263910007,-0.6586810403679764,2005,0,366867.6,-1.4380181411260249,1.2632437304268416,2420,5000
349000.0,3,1.75,-0.3156506249236185,50529,1.0,0,0,5,7,-0.8433938624186096,0.9230082258960935,1965,0,311632.10583941604,-1.5080236598352654,1.0005064477866301,1940,50529
832500.0,4,4.0,1.4700254558331165,35102,2.0,0,0,4,10,0.7265182735910752,1.6912572980814988,1986,0,790576.6545961003,0.15983978075374428,1.6111931047342716,3240,35020
380000.0,4,1.75,-0.3483154312789246,7300,1.0,0,0,3,7,-1.096995053620174,1.3297283229354258,1956,0,645507.3780918728,0.31284153298432793,0.6312540505624208,1680,7500
480000.0,3,1.0,-1.1322707838062718,5060,1.0,0,0,3,7,-0.9037750984189821,-0.6586810403679764,1941,0,618634.1696969697,0.02560239436276777,-1.2789170043087617,890,5060
410000.0,3,1.0,-0.7294048387574961,5060,1.0,0,0,4,7,-1.0607663120199506,0.4710970069635021,1956,0,386997.3967611336,1.0626944601898356,-0.8954625918067332,1130,5693
720000.0,4,2.5,1.4918019934033206,39683,2.0,0,0,3,10,2.006600476798972,-0.6586810403679764,2002,0,423665.99,-1.5736989402738903,1.341354814454999,3350,39750
390000.0,3,2.5,0.2940924270420959,5100,2.0,0,0,3,8,0.6782132847907772,-0.6586810403679764,2003,0,366867.6,-1.5073019534568466,1.462071944316816,2350,5363
360000.0,4,2.5,-0.195879668287496,5889,2.0,0,0,3,7,0.13478216078742486,-0.6586810403679764,1992,0,366867.6,-1.523179493782676,1.2987487686214403,1870,6405
355000.0,2,1.0,-0.0652204428662715,6720,1.0,0,0,3,7,-0.9400038400192056,1.6234706152416103,1948,0,417637.43307086616,-0.09131403894549052,-0.5475132174993033,1720,6720
356000.0,3,1.5,-0.4354215815597409,8712,1.0,0,0,3,8,-0.13089527761421413,-0.6586810403679764,1964,0,493552.53205128206,-0.5698053678553187,0.4608298672281859,1850,8797
315000.0,3,1.0,-1.219376934087088,6634,1.0,0,0,3,6,-1.000385076019578,-0.6586810403679764,1952,0,469455.77073170734,1.2005403784730602,-0.6824323626389396,1570,7203
940000.0,3,1.5,0.06543878255495301,3600,2.0,0,0,3,9,0.13478216078742486,-0.11638757764886672,1925,0,849448.0163043478,0.5315185656534853,-1.0729877827798273,2020,4800
305000.0,5,2.25,0.6316287593802592,8400,1.5,0,0,5,7,1.0525769479930867,-0.6586810403679764,1961,0,334921.0626780627,-1.9424908996598536,0.17678956167119503,1590,8165
461000.0,3,3.25,0.7513997160163817,6278,2.0,0,0,3,9,0.23139213838802083,1.1263682744157597,2006,0,420890.54926108377,-0.26885380804328823,0.10577948528189683,1900,7349
215000.0,2,2.25,-0.5116394630554553,2040,2.0,0,0,4,7,-0.2154290080147356,-0.6586810403679764,1979,0,420890.54926108377,-0.3034957142086734,0.14128452347649548,1950,2025
335000.0,2,1.75,-1.1431590525913737,1066,2.0,0,0,3,7,-1.2358718964210307,-0.05989867528229279,2006,0,551688.6730038023,-0.14905054922120084,-1.2292099508362428,1030,1106
243500.0,4,2.5,-0.10877351800667967,7403,2.0,0,0,3,7,0.23139213838802083,-0.6586810403679764,1988,0,286732.79158316634,-1.951151376201187,-1.1226948362523461,1980,7510
1099880.0,5,2.75,1.5680198748990348,6353,2.0,0,0,4,10,2.091134207199494,-0.6586810403679764,2001,0,791820.807570978,0.6534869436108803,-1.2576139813919824,2520,6250
153000.0,3,1.0,-0.958058483244639,10500,1.0,0,0,3,7,-0.7105551432177901,-0.6586810403679764,1962,0,286732.79158316634,-1.7180402159630892,-0.9735736758348905,1350,10500
430000.0,3,1.5,-0.5443042694107614,5000,1.0,0,0,3,8,-0.6018689184171195,-0.0034097729157188655,1939,0,576795.007233273,0.9161880653652777,-1.222108943197283,1570,4500
700000.0,3,1.5,-0.5443042694107614,5000,1.0,0,0,3,8,-0.6018689184171195,-0.0034097729157188655,1939,0,576795.007233273,0.9161880653652777,-1.222108943197283,1570,4500
905000.0,4,2.5,1.3284779616267899,10250,1.0,0,0,3,7,0.7265182735910752,1.3975150057753145,1946,1991,1194230.0212765958,0.19664680605448845,-0.24927089666439223,1950,6045
247500.0,3,1.75,-0.13055005557688376,15681,1.0,0,0,3,7,0.20723964398787184,-0.6586810403679764,1967,0,251296.24,-1.4611127452362989,-0.4480991105543666,1750,15616
199000.0,4,1.5,-1.0016115583850471,6400,1.0,0,0,4,7,-0.7588601320180881,-0.6586810403679764,1975,0,286732.79158316634,-1.8508341895971767,-1.1653008820859048,1160,6400
314000.0,3,1.75,-0.2938740873534144,41800,1.0,0,0,5,7,-0.6984788960177156,0.6970526164297978,1980,0,366867.6,-1.0764432455245063,1.817122326263105,1650,135036
437500.0,3,2.5,0.26142762068678976,36847,2.0,0,2,3,9,0.6419845431905538,-0.6586810403679764,1992,0,439471.0814479638,-0.5503192956372415,3.5497681901610925,2550,35065
850830.0,3,2.5,-0.010779098940761284,13241,1.5,0,0,5,9,-0.6260214128172685,1.1489638353623892,1910,0,901258.2666666667,0.5878116631723067,-0.7179374008335382,2200,4500
555000.0,3,2.0,-0.10877351800667967,3478,1.5,0,0,4,7,-0.4207252104160021,0.5614792507500204,1929,0,576795.007233273,0.8476259594129262,-1.1226948362523461,1610,3478
699950.0,3,2.25,0.11988012648046323,107593,2.0,0,0,4,8,0.4849933295895853,-0.6586810403679764,1983,0,682774.8787878788,1.537577257207416,0.9507993943141112,2570,47777
1088000.0,3,2.5,0.9147237477929123,8113,2.0,0,0,3,8,1.3665593751950238,-0.6586810403679764,1950,2010,1355927.0820189274,0.15406612972618863,0.1270825081986762,2370,8113
290000.0,3,1.0,-0.947170214459537,33919,1.0,0,0,3,7,-0.6984788960177156,-0.6586810403679764,1954,0,353608.63516483514,-0.8844693488578195,0.21229459986579366,1640,14910
375000.0,3,2.5,0.28320415825699385,10005,1.0,0,0,4,8,-0.3965727160158531,1.3297283229354258,1978,0,353608.63516483514,-0.8440537916648273,0.5744459894510429,2250,8162
460000.0,3,1.0,-0.446309850344843,4005,1.5,0,0,4,7,-0.7467838848180136,0.4710970069635021,1939,0,576795.007233273,0.9219617163928847,-1.179502897363724,1240,4005
188500.0,2,1.75,-0.9145054081042309,2493,1.0,0,0,4,8,-0.662250154417492,-0.6586810403679764,1985,0,302878.8821428571,-1.2900683335445269,-0.767644454306057,1270,4966
680000.0,4,2.5,1.1542656610651574,28037,2.0,0,0,4,10,1.6322368135966627,-0.6586810403679764,1991,0,682774.8787878788,1.2294086336109409,0.936597379036292,2990,35001
470000.0,5,1.75,-0.05433217408116946,12342,2.0,0,0,4,7,0.29177337438839335,-0.6586810403679764,1942,0,645231.456445993,0.5892550759291956,0.7448701727852777,2500,9433
597750.0,4,2.5,0.25053935190168775,9624,2.0,0,0,3,8,0.6299082959904793,-0.6586810403679764,1984,0,616990.5922330098,-0.15482420024875648,1.1425266005651256,1940,9636
570000.0,3,1.75,-0.8927288705340267,3328,1.0,0,0,5,6,-1.314367503221515,0.6066703726432795,1905,0,584919.2109634551,0.8822678655783114,-0.9593716605570713,1380,3536
272500.0,3,1.75,-0.5878573445511696,12600,1.0,0,0,4,7,-0.7588601320180881,0.19995027560394726,1980,0,366867.6,-1.4264708390708623,1.2987487686214403,1540,11656
329950.0,3,1.75,0.00010916984434075897,5969,1.0,0,2,3,7,-0.8554701096186841,1.6008750542949806,1971,0,355678.51612903224,-0.09131403894549052,-0.5759172480550427,2090,5500
480000.0,4,2.5,1.2522600801310757,16171,2.0,0,3,3,9,0.8835094871920438,0.9456037868427231,2001,0,280804.6906077348,-1.744743351965611,-0.2776749272201317,2640,8517
740500.0,3,3.5,2.5044109904178105,6350,2.0,0,0,3,8,1.1974919143939808,2.9566087110927546,1900,1999,576795.007233273,0.9962974733727918,-1.0942908056966067,1830,6350
518500.0,3,3.5,-0.5334160006256593,1102,3.0,0,0,3,8,-0.23958150241488463,-0.6586810403679764,2010,0,584919.2109634551,0.8829895719567815,-0.9451696452791511,1620,3166
205425.0,2,1.0,-1.3064830843679043,6780,1.0,0,0,4,6,-1.096995053620174,-0.6586810403679764,1945,0,310612.75572519086,-0.4269075049229574,-0.24216988902553305,1190,6780
171800.0,4,2.0,-0.5551925381958634,9600,1.0,0,0,3,6,-0.2637339968150336,-0.6586810403679764,1950,0,240328.3717472119,-0.45866258557461603,-0.6327253091664208,1880,9000
535000.0,4,1.0,-0.5116394630554553,2982,1.5,0,0,4,7,-0.2154290080147356,-0.6586810403679764,1925,0,594547.6501457726,0.19448168691918072,-0.5688162404160827,1610,4040
660000.0,3,2.5,0.3485337709676061,6474,1.0,0,2,3,8,-0.2758102440151081,1.2393460791489075,1964,0,676185.3921568628,1.535412138072057,-1.222108943197283,2340,10856
391500.0,3,2.0,-0.6858517636170879,9132,1.0,0,0,3,7,-0.4086489632159276,-0.6586810403679764,1987,0,521652.8587155963,1.2178613315557782,-0.08594772096911743,1580,9104
395000.0,2,1.0,-1.4262540410040268,6000,1.0,0,0,3,6,-1.2298337728209936,-0.6586810403679764,1953,0,576795.007233273,1.0092881881848434,-1.0658867751409682,1710,6000
445000.0,4,1.75,0.021885707414544844,4400,1.5,0,0,5,7,-0.08259028881391613,0.19995027560394726,1924,0,417637.43307086616,-0.21761265517360365,-0.3699880265262092,1850,4400
770000.0,3,2.25,0.9038354790078102,10204,2.0,0,0,3,9,1.3544831279949492,-0.6586810403679764,1990,0,645231.456445993,0.9356741375833549,0.822981256813435,2700,13992
1450000.0,4,2.75,0.7296231784461776,17789,1.5,0,0,3,8,0.23139213838802083,1.0811771525225005,1914,1992,1355927.0820189274,0.3900641154780642,0.013466385975819294,3060,11275
445000.0,3,2.25,0.021885707414544844,8201,1.0,0,2,3,8,-0.2033527608146611,0.42590588507024296,1967,0,310612.75572519086,-0.36772758189040944,-0.2137658584697936,2660,8712
260000.0,4,2.25,0.0872153201251571,8811,1.0,0,0,3,8,-0.5173351880165981,1.1489638353623892,1978,0,286732.79158316634,-1.7837154964017141,-1.2505129737530223,2090,8400
822500.0,5,3.5,0.26142762068678976,4960,2.0,0,0,5,7,-0.08259028881391613,0.6970526164297978,1926,0,584919.2109634551,0.8389654828715415,-0.9806746834738507,1700,4960
430000.0,4,2.5,-0.010779098940761284,4310,2.0,0,0,3,7,0.34007836318869133,-0.6586810403679764,2004,0,527961.2032258065,-0.20317852760466323,2.584031151267162,1970,3748
212000.0,3,1.75,-1.1104942462360676,7875,1.0,0,0,4,7,-0.8796226040188331,-0.6586810403679764,1986,0,334921.0626780627,-2.0493034436698894,0.43952684431140654,1420,7680
660500.0,4,2.25,-0.07610871165137353,9603,1.0,0,0,3,8,-0.4207252104160021,0.6292659335899091,1986,0,616990.5922330098,-0.185857574521945,1.1354255929261654,2060,9793
784000.0,3,3.5,2.0362154326584228,111078,1.5,0,0,3,9,0.8110520039915968,2.7080575406798295,1989,0,645231.456445993,0.9883587032099285,1.0076074554254892,2480,88500
453246.0,3,2.5,-0.07610871165137353,2287,2.0,0,0,3,8,-0.48110644641637457,0.742243738323057,2014,0,612653.6105919003,-0.06028066467235326,1.5330820207060132,1690,1662
675000.0,4,3.5,0.06543878255495301,2278,3.0,0,0,3,9,0.4246120935892128,-0.6586810403679764,2005,0,579053.4172932331,0.8180359978966266,-1.179502897363724,1540,2285
199000.0,3,1.75,-0.8273992578234145,17390,1.0,0,0,4,7,-0.565640176816896,-0.6586810403679764,1956,0,294111.27857142856,-1.6913370799606187,-0.5830182556940029,1550,19265
220000.0,4,1.75,-0.0652204428662715,7840,1.0,0,0,3,7,-0.9400038400192056,1.6234706152416103,1968,0,294111.27857142856,-1.6538083482814043,-0.6043212786107822,1750,8140
452000.0,4,2.25,0.5554108778845449,10002,1.0,0,0,4,8,-0.541487682416747,2.16576407796072,1968,0,462480.035335689,1.5072655893126974,-0.3699880265262092,1550,10436
382500.0,2,1.0,-0.968946752029741,4440,1.0,0,0,3,6,-0.7226313904178646,-0.6586810403679764,1981,0,469455.77073170734,1.1074402556535459,-0.5191091869436648,1060,5715
519950.0,3,2.25,-0.9907232895999452,1249,3.0,0,0,3,8,-0.7467838848180136,-0.6586810403679764,2014,0,579053.4172932331,0.8093755213552418,-1.1866039050026842,1350,1310
665000.0,2,1.0,-1.0560529023105574,3200,1.0,0,0,3,7,-0.8192413680184606,-0.6586810403679764,1925,0,849448.0163043478,0.5322402720319553,-1.0232807293074093,1170,3600
527700.0,5,2.5,0.8058410599418919,9375,1.0,0,0,4,8,-0.2878864912151826,2.210955199853979,1968,0,859684.7791164658,0.07684354723245235,0.6099510276456415,2820,9375
205000.0,3,1.0,-0.5116394630554553,8579,1.0,0,0,4,7,-0.9400038400192056,0.6970526164297978,1962,0,353608.63516483514,-0.748788549709954,0.3046076991717703,1610,8579
420000.0,3,1.0,-1.1104942462360676,8097,1.0,0,0,4,7,-1.024537570419727,-0.38753430900842156,1923,0,386997.3967611336,1.1139356130595202,-0.9735736758348905,1560,7940
500000.0,4,2.25,-0.05433217408116946,8517,1.0,0,0,4,8,-0.4931826936164491,0.8100304211629457,1961,0,859684.7791164658,-0.0761582049981313,0.2833046762549909,2230,8824
921500.0,4,2.5,1.7313439066755656,315374,2.0,0,0,4,9,2.272277915200611,-0.6586810403679764,1994,0,682774.8787878788,1.3138482798891218,1.3342538068161398,2840,87991
890000.0,4,1.0,0.5118578027441367,4000,2.0,0,0,3,8,0.7023657791909262,-0.25196094332864416,1905,0,879623.6238532111,0.5437875740870667,-0.9877756911127098,2200,4000
430000.0,2,2.5,0.3703103085378102,60984,2.0,0,0,3,7,0.7627470151912988,-0.6586810403679764,2007,0,616990.5922330098,-0.24431579117607416,1.9236374408470018,1940,193842
258000.0,5,2.0,0.19609800797617752,12500,1.0,0,0,4,8,-0.7950888736183116,1.894617346601165,1960,0,251296.24,-1.2366620615395345,-0.5120081793047047,1360,18000
511000.0,3,1.0,-0.707628301187292,3455,1.0,0,0,3,7,-0.976232581619429,0.35811920223035426,1947,0,584919.2109634551,0.9183531845006367,-0.8670585612509938,1450,4599
